VEASC,Master of Earth Sciences (Advanced),Single,Undergraduate,-,2,In Person
MECPO,Master of Economic Policy,Single,Undergraduate,-,2,In Person
MECON,Master of Economics,Single,Undergraduate,-,2,In Person
MENCH,Master of Energy Change,Single,Undergraduate,-,2,In Person
VENCH,Master of Energy Change (Advanced),Single,Undergraduate,-,2,In Person
NDSTE,Master of Engineering in Digital Systems and Telecommunications,Single,Undergraduate,-,2,In Person
NMECH,Master of Engineering in Mechatronics,Single,Undergraduate,-,2,In Person
NENPH,Master of Engineering in Photonics,Single,Undergraduate,-,2,In Person
NENRE,Master of Engineering in Renewable Energy,Single,Undergraduate,-,2,In Person
MEINV,Master of Entrepreneurship and Innovation,Vertical,Undergraduate,-,2,In Person
VEINV,Master of Entrepreneurship and Innovation (Advanced),Single,Undergraduate,-,2,In Person
MENVI,Master of Environment,Vertical,Undergraduate,-,2,In Person
VENVI,Master of Environment (Advanced),Single,Undergraduate,-,2,In Person
MEREC,Master of Environmental and Resource Economics,Vertical,Undergraduate,-,2,In Person
MEMDV,Master of Environmental Management and Development,Vertical,Undergraduate,-,2,In Person
MEMOL,Master of Environmental Management and Development - Online,Single,Undergraduate,-,2,In Person
VEMDV,Master of Environmental Management and Development (Advanced),Single,Undergraduate,-,2,In Person
MENVS,Master of Environmental Science,Single,Undergraduate,-,2,In Person
VENVS,Master of Environmental Science (Advanced),Single,Undergraduate,-,2,In Person
7418XMFIN,Master of Finance,Single,Postgraduate,-,2,In Person
MFIEC,Master of Financial Economics,Single,Undergraduate,-,2,In Person
MFINM,Master of Financial Management,Single,Undergraduate,-,1,In Person
MFORE,Master of Forestry,Single,Undergraduate,-,2,In Person
VFORE,Master of Forestry (Advanced),Single,Undergraduate,-,2,In Person
MLING,Master of General and Applied Linguistics,Vertical,Undergraduate,-,2,In Person
VLING,Master of General and Applied Linguistics (Advanced),Single,Undergraduate,-,2,In Person
VGLOB,Master of Globalisation (Advanced),Single,Undergraduate,-,2,In Person
MHIST,Master of History,Vertical,Undergraduate,-,2,In Person
VHIST,Master of History (Advanced),Single,Undergraduate,-,2,In Person
MINPP,Master of Innovation and Professional Practice,Vertical,Undergraduate,-,2,In Person
MIDEC,Master of International and Development Economics,Vertical,Undergraduate,-,2,In Person
MIDNK,Master of International and Development Economics - ANU-Nankai University,Single,Undergraduate,-,1.5,In Person
MIMGT,Master of International Management,Vertical,Undergraduate,-,2,In Person
VIMGT,Master of International Management (Advanced),Single,Undergraduate,-,2,In Person
MINTR,Master of International Relations,Vertical,Undergraduate,-,2,In Person
VINTR,Master of International Relations (Advanced),Single,Undergraduate,-,2,In Person
VIIMW,Master of Islam in the Modern World (Advanced),Single,Undergraduate,-,2,In Person
MLLM,Master of Laws,Single,Undergraduate,-,1,In Person
MLEAD,Master of Leadership,Vertical,Undergraduate,-,2,In Person
VLEAD,Master of Leadership (Advanced),Single,Undergraduate,-,2,In Person
MLEGP,Master of Legal Practice,Single,Undergraduate,-,1.5,Multi-Modal
VMGMT,Master of Management (Advanced),Single,Undergraduate,-,2,In Person
MMGMTSH,Master of Management ANU/Tsinghua,Single,Undergraduate,-,1.5,In Person
MMKMT,Master of Marketing Management,Vertical,Undergraduate,-,2,In Person
VMKMT,Master of Marketing Management (Advanced),Single,Undergraduate,-,2,In Person
VMASC,Master of Mathematical Sciences (Advanced),Single,Undergraduate,-,2,In Person
MMECA,Master of Middle Eastern and Central Asian Studies,Single,Undergraduate,-,2,In Person
VMECA,Master of Middle Eastern and Central Asian Studies (Advanced),Single,Undergraduate,-,2,In Person
7829XMMDS,Master of Military and Defence Studies,Single,Postgraduate,-,1.5,In Person
7828XMMDSA,Master of Military and Defence Studies (Advanced),Single,Postgraduate,-,2,In Person
7316XMMIL,Master of Military Law,Single,Postgraduate,-,1,In Person
MMUHS,Master of Museum and Heritage Studies,Single,Undergraduate,-,2,In Person
VMUHS,Master of Museum and Heritage Studies (Advanced),Single,Undergraduate,-,2,In Person
VMUSI,Master of Music (Advanced),Single,Undergraduate,-,2,In Person
MNSPO,Master of National Security Policy,Single,Undergraduate,-,2,In Person
VNSPO,Master of National Security Policy (Advanced),Single,Undergraduate,-,2,In Person
MNEUR,Master of Neuroscience,Single,Undergraduate,-,2,In Person
VNEUR,Master of Neuroscience (Advanced),Single,Undergraduate,-,2,In Person
MPLSC,Master of Political Science,Vertical,Undergraduate,-,2,In Person
VPLSC,Master of Political Science (Advanced),Single,Undergraduate,-,2,In Person
7413XMPACC,Master of Professional Accounting,Single,Postgraduate,-,1.5,In Person
MPROM,Master of Project Management,Single,Undergraduate,-,2,In Person
VPROM,Master of Project Management (Advanced),Single,Undergraduate,-,2,In Person
MPUAD,Master of Public Administration,Single,Undergraduate,-,2,In Person
MPUBH,Master of Public Health,Vertical,Undergraduate,-,2,In Person
VPUBH,Master of Public Health (Advanced),Single,Undergraduate,-,2,Multi-Modal
MPUPP,Master of Public Policy,Vertical,Undergraduate,-,2,In Person
MPPAU,Master of Public Policy/Master of Public Policy ANU - U Tokyo,Single,Undergraduate,-,2,In Person
MPPUT,Master of Public Policy/Master of Public Policy ANU-U Tokyo,Single,Undergraduate,-,2,In Person
VSCBS,Master of Science (Advanced) in Biological Sciences,Single,Undergraduate,-,2,In Person
VSCQB,Master of Science (Advanced) in Quantitative Biology and Bioinformatics,Single,Undergraduate,-,2,In Person
MSCOM,Master of Science Communication,Single,Undergraduate,-,2,Multi-Modal
7624XMSCO,Master of Science Communication Outreach,Single,Postgraduate,-,1,In Person
NSCBS,Master of Science in Biological Sciences,Vertical,Undergraduate,-,2,In Person
NSCQB,Master of Science in Quantitative Biology and Bioinformatics,Vertical,Undergraduate,-,2,In Person
MSCAU,Master of Science in Science Communication,Single,Undergraduate,-,1,In Person
MSRES,Master of Social Research,Single,Undergraduate,-,2,In Person
VSRES,Master of Social Research (Advanced),Single,Undergraduate,-,2,In Person
MSTAT,Master of Statistics,Single,Undergraduate,-,2,In Person
MSTST,Master of Strategic Studies,Vertical,Undergraduate,-,2,In Person
VSTST,Master of Strategic Studies (Advanced),Single,Undergraduate,-,2,In Person
MSTUD,Master of Studies,Single,Undergraduate,-,2,In Person
VSTUD,Master of Studies (Advanced),Single,Undergraduate,-,2,In Person
MTRAN,Master of Translation,Vertical,Undergraduate,-,2,In Person
VTRAN,Master of Translation (Advanced),Single,Undergraduate,-,2,In Person
MVISA,Master of Visual Arts,Single,Undergraduate,-,2,In Person
VVISA,Master of Visual Arts (Advanced),Single,Undergraduate,-,2,In Person
