"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
SKRT6003,Advanced Sanskrit Literature B,"Second Semester, 2018",Postgraduate,6,Online
SOCY9002,Advanced Social Research Methods,"Second Semester, 2018",Postgraduate,6,In Person
SPAN6510,Advanced Spanish Topics in Language and Culture,"Second Semester, 2018",Postgraduate,6,In Person
STAT7006,Advanced Stochastic Processes,"Second Semester, 2018",Postgraduate,6,In Person
MATH6216,Advanced Topics in Algebra,"Second Semester, 2018",Postgraduate,6,In Person
ENGN8536,Advanced Topics in Mechatronics Systems,"Second Semester, 2018",Postgraduate,6,In Person
ECON8901,"Advanced Topics in Poverty, Public Policy and Development","Second Semester, 2018",Postgraduate,6,In Person
BIOL8002,Advanced Topics in Quantitative Biology and Bioinformatics,"Second Semester, 2018",Postgraduate,6,In Person
COMP8650,Advanced Topics in Statistical Machine Learning,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6144,Advanced and Applied Immunology,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8018,Agricultural Economics and Resource Policy,"Second Semester, 2018",Postgraduate,6,In Person
MATH6118,"Algebra 1:  Groups, Rings and Advanced Linear Algebra","Second Semester, 2018",Postgraduate,6,In Person
MATH6204,Algebraic Topology,"Second Semester, 2018",Postgraduate,6,In Person
COMP6466,Algorithms,"Second Semester, 2018",Postgraduate,6,In Person
HIST6126,American Sixties,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8007,Analysis of Financial Reporting,"Second Semester, 2018",Postgraduate,6,In Person
POPH8313,Analysis of Public Health Data,"Second Semester, 2018",Postgraduate,6,In Person
BIAN6518,Analysis of Vertebrate Remains,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8022,Analytical Techniques,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8024,Analytical Techniques and Data Analysis,"Second Semester, 2018",Postgraduate,6,In Person
BIAN8010,Ancient Behaviour: Advanced Topics in Bioarchaeology,"Second Semester, 2018",Postgraduate,6,In Person
BIAN6512,Ancient Health & Disease,"Second Semester, 2018",Postgraduate,6,In Person
ARTV6000,Animation,"Second Semester, 2018",Postgraduate,6,In Person
CHMD8009,Anthropological Approaches to Health Interventions,"Second Semester, 2018",Postgraduate,6,In Person
ANTH9901,Anthropology PhD Thesis Writing Workshop,"Second Semester, 2018",Postgraduate,12,In Person
LAWS8650,Applied Australian Migration Law and Practice,"Second Semester, 2018",Postgraduate,6,Online
FINM7007,Applied Corporate Finance,"Second Semester, 2018",Postgraduate,6,In Person
FINM7041,Applied Derivatives,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8001,Applied Economics: Cost/Benefit Analysis,"Second Semester, 2018",Postgraduate,6,In Person
MGMT8020,Applied Entrepreneurship and Innovation,"Second Semester, 2018",Postgraduate,6,In Person
FINM7006,Applied Foundations of Finance,"Second Semester, 2018",Postgraduate,6,In Person
FINM7008,Applied Investments,"Second Semester, 2018",Postgraduate,6,In Person
EMET8010,Applied Macro and Financial Econometrics,"Second Semester, 2018",Postgraduate,6,In Person
MKTG7060,Applied Market Research,"Second Semester, 2018",Postgraduate,6,In Person
CRWF7000,Applied Policy Project,"Second Semester, 2018",Postgraduate,6,In Person
FINM8016,Applied Portfolio Construction,"Second Semester, 2018",Postgraduate,6,In Person
FINM8100,Applied Project in Finance,"Second Semester, 2018",Postgraduate,6,In Person
STAT8053,Applied Research Essay,"Second Semester, 2018",Postgraduate,6,In Person
FINM7011,Applied Research Project 1,"Second Semester, 2018",Postgraduate,6,In Person
STAT7001,Applied Statistics,"Second Semester, 2018",Postgraduate,6,In Person
MMIB8001,Applied Topics in Business Studies 1,"Second Semester, 2018",Postgraduate,6,In Person
MMIB8002,Applied Topics in Business Studies 2,"Second Semester, 2018",Postgraduate,12,In Person
FINM7044,Applied Valuation,"Second Semester, 2018",Postgraduate,6,In Person
INTR8072,Approaches and Methods in International Relations,"Second Semester, 2018",Postgraduate,6,In Person
INTR9072,Approaches and Methods in International Relations,"Second Semester, 2018",Postgraduate,6,In Person
ARAB6510,Arab Current Affairs and Media Arabic,"Second Semester, 2018",Postgraduate,6,In Person
ARCH8043,Archaeological Science Extended Internship,"Second Semester, 2018",Postgraduate,12,In Person
ARCH8042,Archaeological Science Internship,"Second Semester, 2018",Postgraduate,6,In Person
ARCH8030,Archaeological Science Research Project 1,"Second Semester, 2018",Postgraduate,6,In Person
ARCH8031,Archaeological Science Research Project 2,"Second Semester, 2018",Postgraduate,6,In Person
ARTH8015,Art Museum Internship: Audience Development,"Second Semester, 2018",Postgraduate,6,In Person
ARTH6056,Art and Architecture of Southeast Asia: Tradition and Transformation,"Second Semester, 2018",Postgraduate,6,In Person
COMP6720,Art and Interaction in New Media,"Second Semester, 2018",Postgraduate,6,In Person
ARTS8101,Arts & Social Sciences: Research methods and techniques,"Second Semester, 2018",Postgraduate,6,In Person
BUSI7055,Asian Business Systems,"Second Semester, 2018",Postgraduate,6,In Person
FINM7045,Asian Capital Markets,"Second Semester, 2018",Postgraduate,6,In Person
LING6029,Assessing Language,"Second Semester, 2018",Postgraduate,6,In Person
ASTR8001,Astronomy and Astrophysics Research Project,"Second Semester, 2018",Postgraduate,3,In Person
ASTR8010,Astrophysics Research Project,"Second Semester, 2018",Postgraduate,6,In Person
BUSN7054,Auditing and Assurance Services,"Second Semester, 2018",Postgraduate,6,In Person
PASI6002,Australia in Oceania in the 19th and 20th centuries,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6104,Australia's Environment,"Second Semester, 2018",Postgraduate,6,In Person
INDG8001,Australian Indigenous Development,"Second Semester, 2018",Postgraduate,6,In Person
INDG8002,Australian Indigenous Development (Advanced),"Second Semester, 2018",Postgraduate,12,In Person
ANIP6505,Australian National Internships Program B,"Second Semester, 2018",Postgraduate,12,In Person
ANIP6507,Australian National Internships Program D,"Second Semester, 2018",Postgraduate,24,In Person
ANIP6503,Australian National Internships Program Internship A (Graduate),"Second Semester, 2018",Postgraduate,6,In Person
LAWS6105,Australian Public Law,"Second Semester, 2018",Postgraduate,6,In Person
STST8004,Australian Strategic and Defence Policy,"Second Semester, 2018",Postgraduate,6,In Person
ANCH6502,Bad neighbours: evidence of Athenian life from 4th century law-court speeches,"Second Semester, 2018",Postgraduate,6,In Person
STAT7017,Big Data Statistics,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6024,Biodiversity Conservation,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6201,Biodiversity for Resource Management and Sustainability,"Second Semester, 2018",Postgraduate,6,In Person
HIST8011,Biography and History,"Second Semester, 2018",Postgraduate,6,Online
MATH6100,Bioinformatics and Biological Modelling,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6243,Bioinformatics and Functional Genomics,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6036,Biology 2: Molecular & Cell Biology,"Second Semester, 2018",Postgraduate,6,In Person
BIOL8704,Biology Literature Research Project,"Second Semester, 2018",Postgraduate,6,In Person
BIOL8706,Biology Research Project,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6191,"Biology, Society and Ethics","Second Semester, 2018",Postgraduate,6,In Person
BIOL6106,Biosecurity,"Second Semester, 2018",Postgraduate,6,In Person
POPH8101,Biostatistics in Population Health,"Second Semester, 2018",Postgraduate,6,In Person
ASTR6002,Black Holes and Cosmology,"Second Semester, 2018",Postgraduate,6,In Person
BURM6003,Burmese 2,"Second Semester, 2018",Postgraduate,6,In Person
BURM6102,Burmese 4,"Second Semester, 2018",Postgraduate,6,In Person
BUSN7057,Business Association Law,"Second Semester, 2018",Postgraduate,6,In Person
ECON8069,Business Economics,"Second Semester, 2018",Postgraduate,6,In Person
BUSI7152,Business Negotiations and Conflict Resolution,"Second Semester, 2018",Postgraduate,6,In Person
EMET8012,Business and Economic Forecasting,"Second Semester, 2018",Postgraduate,6,In Person
CHIN6202,Cantonese 2,"Second Semester, 2018",Postgraduate,6,In Person
EMET8002,Case Studies in Applied Economic Analysis and Econometrics,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6117,Cell Biology,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6174,Cell Physiology in Health and Disease,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6015,Chemistry of Planet Earth,"Second Semester, 2018",Postgraduate,6,In Person
STST8013,China's Defence and Strategic Challenges,"Second Semester, 2018",Postgraduate,6,In Person
INTR8060,China: Global Engagement and Domestic Transformation,"Second Semester, 2018",Postgraduate,6,In Person
LING6017,Chinese Linguistics,"Second Semester, 2018",Postgraduate,6,In Person
CHIN6212,Chinese for Native Speakers B,"Second Semester, 2018",Postgraduate,6,In Person
CHIN6041,Chinese-English Translation,"Second Semester, 2018",Postgraduate,6,In Person
SPAN6517,Cinema from the Spanish-speaking World,"Second Semester, 2018",Postgraduate,6,In Person
FILM6013,Cinema from the Spanish-speaking World,"Second Semester, 2018",Postgraduate,6,In Person
ARTH6004,City Sites: studies in art and urbanity,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6303,Climatology,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8102,Clinical Coursework II,"Second Semester, 2018",Postgraduate,12,In Person
PSYC8104,Clinical Coursework IV,"Second Semester, 2018",Postgraduate,12,In Person
PSYC8202,Clinical Field Placement II,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8203,Clinical Field Placement III,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8204,Clinical Field Placement IV,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8301,Clinical Research I,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8302,Clinical Research II,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8303,Clinical Research III,"Second Semester, 2018",Postgraduate,6,In Person
PSYC8304,Clinical Research IV,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6267,Clinical Youth Law Program,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8801,Commerce Research Report,"Second Semester, 2018",Postgraduate,6,In Person
LAWS8131,Commercial Drafting,"Second Semester, 2018",Postgraduate,6,Online
BUSN7052,Commercial Law,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6202,Commonwealth Constitutional Law,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6268,Community Law Clinical Program,"Second Semester, 2018",Postgraduate,6,In Person
LAWS8654,Comparative Migration Law,"Second Semester, 2018",Postgraduate,6,Online
BIOL6115,Comparative Physiology,"Second Semester, 2018",Postgraduate,6,In Person
POLS8038,Comparative Political Institutions,"Second Semester, 2018",Postgraduate,6,In Person
POGO8032,Comparative Public Sector Management,"Second Semester, 2018",Postgraduate,6,In Person
MATH6213,Complex Analysis,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6025,Complex Environmental Problems in Action,"Second Semester, 2018",Postgraduate,6,In Person
ENGN6511,Composite Materials,"Second Semester, 2018",Postgraduate,6,In Person
ECON8014,Computational Methods in Economics,"Second Semester, 2018",Postgraduate,6,In Person
COMP8830,Computer Science Internship,"Second Semester, 2018",Postgraduate,6,In Person
COMP6301,Computing Foundations for Cyber Security,"Second Semester, 2018",Postgraduate,6,In Person
COMP8715,Computing Project,"Second Semester, 2018",Postgraduate,6,In Person
COMP8800,Computing Research Project,"Second Semester, 2018",Postgraduate,12,In Person
BIOL8001,Consulting in Quantitative Biology,"Second Semester, 2018",Postgraduate,6,In Person
ARTH6161,Contemporary Australian Art,"Second Semester, 2018",Postgraduate,6,In Person
DIPL8002,Contemporary Challenges in Diplomacy,"Second Semester, 2018",Postgraduate,12,In Person
ANTH8103,Contemporary Development Theory,"Second Semester, 2018",Postgraduate,12,In Person
BUSN7005,Contemporary Issues in Accounting,"Second Semester, 2018",Postgraduate,6,In Person
STST8033,Contemporary Issues in Australian Defence Policy,"Second Semester, 2018",Postgraduate,6,In Person
ENVS8016,Contemporary Perspectives in Environment-Society Interaction,"Second Semester, 2018",Postgraduate,6,In Person
GREK6112,Continuing Ancient Greek,"Second Semester, 2018",Postgraduate,6,In Person
FREN6504,Continuing French II,"Second Semester, 2018",Postgraduate,6,In Person
LATN6002,Continuing Latin,"Second Semester, 2018",Postgraduate,6,In Person
PORT6504,Continuing Portuguese II,"Second Semester, 2018",Postgraduate,6,In Person
SPAN6504,Continuing Spanish II,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6104,Contracts,"Second Semester, 2018",Postgraduate,6,In Person
ENGN6223,Control Systems,"Second Semester, 2018",Postgraduate,6,In Person
BUSN7050,Corporate Accounting,"Second Semester, 2018",Postgraduate,6,In Person
BUSN7045,Corporate Governance,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8145,Corporate Governance: Research Preparation,"Second Semester, 2018",Postgraduate,6,In Person
ECON8018,Cost-Benefit Analysis,"Second Semester, 2018",Postgraduate,6,In Person
DESN6003,Creative Data Visualisation: Representing Data in Visual and Material Form,"Second Semester, 2018",Postgraduate,6,In Person
STAT8036,Credibility Theory,"Second Semester, 2018",Postgraduate,6,In Person
CRIM6001,Criminal Behaviour,"Second Semester, 2018",Postgraduate,6,In Person
REGN8009,"Criminology, Justice and Regulation Research Topic","Second Semester, 2018",Postgraduate,6,In Person
REGN8008,"Criminology, Justice and Regulation Thesis","Second Semester, 2018",Postgraduate,6,In Person
ANTH8038,Critical Issues in Gender and Development,"Second Semester, 2018",Postgraduate,6,In Person
ANTH8039,Critical Issues in Gender and Development (Advanced),"Second Semester, 2018",Postgraduate,12,In Person
HUMN8027,Critical Issues in Heritage and Museum Studies,"Second Semester, 2018",Postgraduate,6,In Person
ANTH8030,Critically Assessing Contemporary Development Practice,"Second Semester, 2018",Postgraduate,6,In Person
SCOM6029,Cross Cultural Perspectives in Science Communication,"Second Semester, 2018",Postgraduate,6,In Person
HUMN8007,Cultural and Environmental Heritage Research Project,"Second Semester, 2018",Postgraduate,6,In Person
HUMN8018,Cultural and Environmental Heritage: Extended Research Project,"Second Semester, 2018",Postgraduate,12,In Person
ANTH6057,Culture and Person,"Second Semester, 2018",Postgraduate,6,In Person
BIAN6120,"Culture, Biology & Population Dynamics","Second Semester, 2018",Postgraduate,6,In Person
CHMD8019,"Culture, Health, Medicine Internship","Second Semester, 2018",Postgraduate,6,In Person
ARTH6045,Curatorship Theory and Practice,"Second Semester, 2018",Postgraduate,12,In Person
FREN6513,Current Affairs and the French Press (Advanced),"Second Semester, 2018",Postgraduate,6,In Person
MEDI8111,Custodial Medicine Elective,"Second Semester, 2018",Postgraduate,6,In Person
COMP8501,Cyber Defensive Operations,"Second Semester, 2018",Postgraduate,6,In Person
COMP8502,Cyber Offensive Operations,"Second Semester, 2018",Postgraduate,6,In Person
CRIM8002,Cyber-security and Cybercrime,"Second Semester, 2018",Postgraduate,6,In Person
ARTH6162,Cyberculture,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8023,Data Analysis,"Second Semester, 2018",Postgraduate,6,In Person
COMP8430,Data Wrangling,"Second Semester, 2018",Postgraduate,6,In Person
HIST6240,Democracy and Dissent: Europe Since 1945,"Second Semester, 2018",Postgraduate,6,In Person
DESN8001,Design Inquiry: Application of Research,"Second Semester, 2018",Postgraduate,6,In Person
DESN6010,"Design Practice: Engagement, Internship and Entrepreneurship","Second Semester, 2018",Postgraduate,6,In Person
ARCH8102,Designing Research in Archaeology,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8031,Development and Environmental Planning in Developing Economies,"Second Semester, 2018",Postgraduate,6,In Person
MATH6205,Differential Geometry,"Second Semester, 2018",Postgraduate,6,In Person
HIST6237,"Digital History, Digital Heritage","Second Semester, 2018",Postgraduate,6,Online
HUMN8030,Digital Humanities and Public Culture Research Project,"Second Semester, 2018",Postgraduate,6,In Person
HUMN8031,Digital Humanities and Public Culture Research Project (Advanced),"Second Semester, 2018",Postgraduate,12,In Person
HUMN6001,Digital Humanities: Theories and Projects,"Second Semester, 2018",Postgraduate,6,In Person
MKTG7028,Digital Marketing Communications,"Second Semester, 2018",Postgraduate,6,In Person
INFS7040,Digital Transformation,"Second Semester, 2018",Postgraduate,6,In Person
CRIM6004,Dimensions of Crime: Identifying and Controlling Offenders,"Second Semester, 2018",Postgraduate,6,In Person
ECON8026,Diploma Macroeconomics,"Second Semester, 2018",Postgraduate,6,In Person
ECON8025,Diploma Microeconomics,"Second Semester, 2018",Postgraduate,6,In Person
DIPL8009,Diplomacy in a Globalising World,"Second Semester, 2018",Postgraduate,6,Online
CHMD8001,"Directed Readings in Culture, Health and Medicine","Second Semester, 2018",Postgraduate,6,In Person
ARAB6509,Directed Study Project (Arabic),"Second Semester, 2018",Postgraduate,6,In Person
EMDV8124,Disaster Risk Reduction and Management,"Second Semester, 2018",Postgraduate,6,In Person
ASIA8048,Disasters and Epidemics in Asia and the Pacific,"Second Semester, 2018",Postgraduate,6,In Person
NSPO8013,"Disease, Security and Biological Weapons","Second Semester, 2018",Postgraduate,6,In Person
FINM8018,Doctoral Studies in Asset Pricing,"Second Semester, 2018",Postgraduate,6,In Person
FINM8019,Doctoral Studies in Corporate Finance,"Second Semester, 2018",Postgraduate,6,In Person
COMP6490,Document Analysis,"Second Semester, 2018",Postgraduate,6,In Person
CRIM6007,Doing Criminology: Research and Practice in Crime and Criminal Justice,"Second Semester, 2018",Postgraduate,6,In Person
ANTH6068,Doing Ethnography: Research Practicum on Applied Anthropology,"Second Semester, 2018",Postgraduate,6,In Person
ANTH6138,Doing Medical Anthropology,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6008,EARTH: The Chemistry and Physics of our Planet,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8030,Earth Science Research Project,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6514,Ecological Assessment and Management,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8017,Econometric Techniques,"Second Semester, 2018",Postgraduate,6,In Person
EMET8008,Econometric Theory,"Second Semester, 2018",Postgraduate,6,In Person
EMET6008,Econometrics II: Econometric Modelling,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8022,Economic Development,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6007,Economic Geology,"Second Semester, 2018",Postgraduate,6,In Person
EMET8005,Economic Models and Introductory Econometrics,"Second Semester, 2018",Postgraduate,6,In Person
ECON8003,Economic Policy Issues,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8024,Economics Seminars,"Second Semester, 2018",Postgraduate,6,In Person
POGO8081,Economics for Government,"Second Semester, 2018",Postgraduate,6,In Person
CRWF7001,"Editor’s practicum: online public engagement, academic blogging and digital disruption","Second Semester, 2018",Postgraduate,6,In Person
TURK6002,Elementary Turkish B,"Second Semester, 2018",Postgraduate,6,In Person
ENGN8537,Embedded Systems and Real Time Digital Signal Processing,"Second Semester, 2018",Postgraduate,6,In Person
ENGL6027,Empire and its Fictions,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8025,Empirical Public Finance,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8100,Empirical Research in Financial Accounting,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8089,Energy Economics,"Second Semester, 2018",Postgraduate,6,In Person
ENGN6516,Energy Resources and Renewable Technologies,"Second Semester, 2018",Postgraduate,6,In Person
ENGN6410,Engineering Sustainable Systems,"Second Semester, 2018",Postgraduate,6,In Person
ACST8061,Enterprise Risk Management 2,"Second Semester, 2018",Postgraduate,6,In Person
MGMT8015,Entrepreneurship and Innovation,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6281,Environmental Law Clinical Program,"Second Semester, 2018",Postgraduate,6,In Person
EMDV8007,Environmental Policy and Communications,"Second Semester, 2018",Postgraduate,6,In Person
EMDV8001,"Environmental Sustainability, Health and Development","Second Semester, 2018",Postgraduate,6,In Person
LAWS6205,Equity and Trusts,"Second Semester, 2018",Postgraduate,6,In Person
NSPO8008,Ethical Challenges for National Security,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6207,Evidence,"Second Semester, 2018",Postgraduate,6,In Person
MGMT7250,Evidence-Based Management,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6114,Evolution,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6206,Evolution of Biodiversity,"Second Semester, 2018",Postgraduate,6,In Person
SOCY6065,Excessive Appetites: Sociocultural Perspectives on Addiction and Drug Use,"Second Semester, 2018",Postgraduate,6,In Person
CBEA8820,Exchange Program for  ANU College of Business and Economics (PG),"Second Semester, 2018",Postgraduate,6,In Person
ARTS8820,Exchange Program for Graduate Arts Students,"Second Semester, 2018",Postgraduate,6,In Person
LAWS8820,Exchange Program for Graduate Law Students,"Second Semester, 2018",Postgraduate,6,In Person
SCNC8820,Exchange Program for Graduate Science Students,"Second Semester, 2018",Postgraduate,6,In Person
COMP8820,Exchange Program for Graduate Students in Computer Science,"Second Semester, 2018",Postgraduate,6,In Person
SCOM8007,Exhibition Design,"Second Semester, 2018",Postgraduate,6,In Person
MUSC8018,Exhibition Design and Delivery,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6202,Experimental Design and Analysis in Biology,"Second Semester, 2018",Postgraduate,6,In Person
ANTH8060,"Exploring Gender, Resources and the Environment","Second Semester, 2018",Postgraduate,6,In Person
DESN8003,Extended Design Inquiry: Application of Research,"Second Semester, 2018",Postgraduate,18,In Person
ESEN6101,Extended University English,"Second Semester, 2018",Postgraduate,6,In Person
LAWS8591,Family Law (Children),"Second Semester, 2018",Postgraduate,6,Online
SCOM8004B,Fieldwork Placement (Part B),"Second Semester, 2018",Postgraduate,12,In Person
ECON8037,Financial Economics,"Second Semester, 2018",Postgraduate,6,In Person
IDEC8083,Financial Markets and Instruments,"Second Semester, 2018",Postgraduate,6,In Person
STAT6046,Financial Mathematics,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8181,Financial Reporting and Analysis,"Second Semester, 2018",Postgraduate,6,In Person
BUSN7008,Financial Statements and Reporting,"Second Semester, 2018",Postgraduate,6,In Person
ENGN6615,Finite Element Analysis,"Second Semester, 2018",Postgraduate,6,In Person
EMDV8082,Food Wars: Food Security and Agricultural Policy,"Second Semester, 2018",Postgraduate,6,In Person
ANTH6518,Food for Thought: Anthropological theories of food and eating,"Second Semester, 2018",Postgraduate,6,In Person
POGO8015,Foreign Direct Investment Policy,"Second Semester, 2018",Postgraduate,6,In Person
ENVS8105,Forestry Research Essay,"Second Semester, 2018",Postgraduate,6,In Person
DESN6005,Form and Fabrication in Context,"Second Semester, 2018",Postgraduate,6,In Person
LAWS6101,Foundations of Australian Law,"Second Semester, 2018",Postgraduate,6,In Person
ASIA8012,"Foundations of Chinese Society: Friends, Family, Connections","Second Semester, 2018",Postgraduate,6,In Person
COMP6260,Foundations of Computing,"Second Semester, 2018",Postgraduate,6,In Person
DESN6006,Front-End Web: Crafting Online Experience,"Second Semester, 2018",Postgraduate,6,In Person
LAWS8651,Fundamentals of Australian Migration Law,"Second Semester, 2018",Postgraduate,6,Online
EMSC6021,Fundamentals of Climate System Science,"Second Semester, 2018",Postgraduate,6,In Person
CRIM6012,Fundamentals of Cyber Security: Responding to crime in the digital age,"Second Semester, 2018",Postgraduate,6,In Person
POPH8100,Fundamentals of Epidemiology,"Second Semester, 2018",Postgraduate,6,In Person
ENVS6015,GIS and Spatial Analysis,"Second Semester, 2018",Postgraduate,6,In Person
ASTR8006,Galaxies,"Second Semester, 2018",Postgraduate,6,In Person
ECON8053,Game Theory,"Second Semester, 2018",Postgraduate,6,In Person
DEMO8048,Gender and Population,"Second Semester, 2018",Postgraduate,6,In Person
PASI8008,Gender and Sexuality in the Pacific,"Second Semester, 2018",Postgraduate,6,In Person
ANTH8106,"Gender, Violence and Development","Second Semester, 2018",Postgraduate,6,In Person
INTR8064,"Gender, War, and Justice in South and Southeast Asia","Second Semester, 2018",Postgraduate,6,In Person
BIOL6142,General Microbiology,"Second Semester, 2018",Postgraduate,6,In Person
STAT7030,Generalised Linear Models,"Second Semester, 2018",Postgraduate,6,In Person
BIOL6205,Genetics of Human Disease 2,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6019,Geobiology and Evolution of Life on Earth,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8702,Geology Reading Course,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6802,Geology Reading Course,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6801,Geology Research Project,"Second Semester, 2018",Postgraduate,3,In Person
EMSC8701,Geology Research Project,"Second Semester, 2018",Postgraduate,6,In Person
EMSC8705,Geology Special Topic,"Second Semester, 2018",Postgraduate,6,In Person
EMSC6805,Geology Special Topic,"Second Semester, 2018",Postgraduate,3,In Person
MEAS8114,Geopolitics of Central Asia,"Second Semester, 2018",Postgraduate,6,In Person
FILM6012,"German Film Since the Wall: Identity, History and Belonging","Second Semester, 2018",Postgraduate,6,In Person
GERM6513,"German Film Since the Wall: Identity, History and Belonging","Second Semester, 2018",Postgraduate,6,In Person
GERM6504,German Studies Continuing II,"Second Semester, 2018",Postgraduate,6,In Person
GERM6506,German Studies Intermediate II,"Second Semester, 2018",Postgraduate,6,In Person
